No,GACAR PART,SUBPART,APPENDIX,SUBPART/ APPENDIX SECTION,SUBPART/ APPENDIXSUB SECTION,OPS AREA,AREAS,SUBPART/ APPENDIX  HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT,Department,AOC,Auditor Checklist Query,,
1,121,SUBPART O,-,121.1217,b1,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,1) The use of holdover times when using deicing/anti icing fluids,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b2,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"2) Aircraft deicing/anti icing procedures, including inspection and check procedures and responsibilities,",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b3,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"3) Communications procedures,
",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b4,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"4) Aircraft surface contamination (that is, adherence of frost, ice, or snow) and critical area identification, and how contamination adversely affects aircraft performance and flight characteristics,",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b5,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"5) Types and characteristics of deicing/anti icing fluids,",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b6,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"6) Cold weather preflight inspection procedures, and",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b7,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,7) Techniques for recognizing contamination on the aircraft.,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,c,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,(c) The certificate holder’s holdover timetables and the procedures for the use of these tables by the certificate holder’s personnel. Holdover time is the estimated time deicing/anti icing fluid will prevent the formation of frost or ice and the accumulation of snow on the protected surfaces of an aircraft. Holdover time begins when the final application of deicing/anti icing fluid commences and expires when the deicing/anti icing fluid applied to the aircraft loses its effectiveness. The holdover times must be supported by data acceptable to the President. The certificate holder’s program must include procedures for flight crew members to increase or decrease the determined holdover time in changing conditions. The program must provide that takeoff after exceeding any maximum holdover time in the certificate holder’s holdover timetable is permitted only when at least one of the following conditions exists:,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,c1,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"(1) A pre takeoff contamination check, as defined in paragraph (d) of this section, determines that the wings, control surfaces, and other critical surfaces, as defined in the certificate holder’s program, are free of frost, ice, or snow.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,c2,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"(2) An alternate procedure approved by the President under the certificate holder’s approved program determines that the wings, control surfaces, and other critical surfaces, as defined in the certificate holder’s program, are free of frost, ice, or snow.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,c3,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"(3) The wings, control surfaces, and other critical surfaces are re deiced and a new holdover time is determined.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,d,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"(d) Aircraft deicing/anti icing procedures and responsibilities, pre takeoff check procedures and responsibilities, and pre takeoff contamination check procedures and responsibilities. A pre takeoff check is a check of the aircraft’s wings or representative aircraft surfaces for frost, ice, or snow within the aircraft’s holdover time. A pre takeoff contamination check is a check to make sure the wings, control surfaces, and other critical surfaces, as defined in the certificate holder’s program, are free of frost, ice, and snow. It must be conducted within 5 minutes before beginning takeoff and must be accomplished from outside the aircraft unless the program specifies otherwise.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,a,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"(a) Except for certificate holders conducting special unscheduled operations, no certificate holder may allow the boarding of carry on baggage on an aircraft unless each passenger’s baggage has been scanned to control the size and amount carried on board in accordance with an approved carry on baggage program in its operations specifications. In addition, no passenger may board an aircraft if his carry on baggage exceeds the baggage allowance prescribed in the carry on baggage program in the certificate holder’s operations specifications.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,b,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,(b) No certificate holder may allow all passenger entry doors of an aircraft to be closed in preparation for taxi or pushback unless at least one required crew member has verified that each article of baggage is stowed in accordance with this section and GACAR Part 91.,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,c,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,c) No certificate holder may allow an aircraft to take off or land unless each article of baggage is stowed—,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,c1,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"(1) In a suitable closet or baggage or cargo stowage compartment placarded for its maximum mass and providing proper restraint for all baggage or cargo stowed within, and in a manner that does not hinder the possible use of any emergency equipment;",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,c2,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"2) As provided in GACAR Part 91; or
",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,c3,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,3) Under a passenger seat.,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,d,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"d) Baggage, other than articles of loose clothing, may not be placed in an overhead rack unless that rack s equipped with approved restraining devices or doors.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,e,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"e) Each passenger must comply with instructions given by crew members regarding compliance with paragraphs (a) through (d), and (g) of this section.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,f,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"(f) Each passenger seat under which baggage is allowed to be stowed must be fitted with a means to prevent articles of baggage stowed under it from sliding forward. In addition, each aisle seat must be fitted with a means to prevent articles of baggage stowed under it from sliding sideward into the aisle under crash impacts severe enough to induce the ultimate inertia forces specified in the emergency landing condition regulations under which the aircraft was type certificated.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,g,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"(g) In addition to the methods of stowage in paragraph (c) of this section, flexible travel canes carried by blind individuals may be stowed—",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,g1,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"1) Under any series of connected passenger seats in the same row, if the cane does not protrude into an aisle and if the cane is flat on the floor;",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,g2,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"(2) Between a nonemergency exit window seat and the fuselage, if the cane is flat on the floor;",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,g3,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,"3) Beneath any two nonemergency exit window seats, if the cane is flat on the floor; or",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1221,g4,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carry On Baggage,(4) Under any other method approved by the President.,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1225,a,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"(a) Notwithstanding the carriage of cargo requirements in GACAR § 91.53 and except as provided in paragraph (b), (c), or (d) of this section, no certificate holder may carry cargo in the passenger compartment of an aircraft.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1225,b,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"b) Cargo may be carried anywhere in the passenger compartment if it is carried in an approved cargo bin that is installed to meet the following requirements:
",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b1,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"1) The bin must withstand the load factors and emergency landing conditions applicable to the passenger seats of the aircraft in which the bin is installed, multiplied by a factor of 1.15, using the combined mass of the bin and the maximum mass of cargo that may be carried in the bin.
",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b2,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,(2) The maximum mass of cargo that the bin is approved to carry and any instructions necessary to ensure proper mass distribution within the bin must be conspicuously marked on the bin.,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b3,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,(3) The bin may not impose any load on the floor or other structure of the aircraft that exceeds the load limitations of that structure.,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b4,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"(4) The bin must be attached to the seat tracks or to the floor structure of the aircraft, and its attachment must withstand the load factors and emergency landing conditions applicable to the passenger seats of the aircraft in which the bin is installed, multiplied by either the factor 1.15 or the seat attachment factor specified for the aircraft, whichever is greater, using the combined mass of the bin and the maximum mass of cargo that may be carried in the bin.",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b5,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"5) The bin may not be installed in a position that restricts access to or use of any required emergency exit, or of the aisle in the passenger compartment.",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b6,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,6) The bin must be fully enclosed and made of material that is at least flame resistant.,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b7,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,7) Suitable safeguards must be provided within the bin to prevent the cargo from shifting under emergency landing conditions.,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,b8,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"8) The bin may not be installed in a position that obscures any passenger’s view of the “seat belt” sign, “no smoking” sign, or any required exit sign, unless an auxiliary sign or other approved means for proper notification of the passenger is provided.",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,c,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,c) Cargo may be carried aft of a bulkhead or divider in any passenger compartment provided the cargo is restrained to the load factors in GACAR § 25.561(b)(3) or 29.561(b)(3) as applicable and is loaded as follows:,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,c1,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"1) It is properly secured by a safety belt or other tiedown having enough strength to eliminate the possibility of shifting under all normally anticipated flight and ground conditions.
",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,c2,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,2) It is packaged or covered in a manner to avoid possible injury to passengers and passenger compartment occupants.,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,c3,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,3) It does not impose any load on seats or the floor structure that exceeds the load limitation for those components.,GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,c4,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"(4) Its location does not restrict access to or use of any required emergency or regular exit, or of the aisle in the passenger compartment.",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,c5,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"5) Its location does not obscure any passenger’s view of the “seat belt” sign, “no smoking” sign, or required exit sign, unless an auxiliary sign or other approved means for proper notification of the passenger is provided",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,d,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"(d) Cargo, including carry on baggage, may be carried anywhere in the passenger compartment of a commuter category airplane, if it is carried in an approved cargo rack, bin, or compartment installed in or on the aircraft, if it is secured by an approved means, or if it is carried in accordance with each of the following:",GRH,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1225,d1,-,"FLT, CAB, DSP, GRH",FLIGHT OPERATIONS,Carriage of Cargo in Passenger Compartments,"(1) For cargo, it is properly secured by a safety belt or other tie down having enough strength to eliminate the possibility of shifting under all normally anticipated flight and ground conditions, or for carry on baggage, it is restrained so as to prevent its movement during air turbulence.
",GRH,All 121,NO,NO,NO
